rank,title,author,avg_rating,num_ratings,cover_img_url,goodreads_url,source
486,A Separate Peace,John Knowles,3.6,234562,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528860889i/5148._SY75_.jpg,https://www.goodreads.com/book/show/5148.A_Separate_Peace,GoodReads
487,The Martian Chronicles,Ray Bradbury,4.16,290257,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661016554i/76778._SY75_.jpg,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,GoodReads
488,Steppenwolf,Hermann Hesse,4.13,221405,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389332672i/16631._SY75_.jpg,https://www.goodreads.com/book/show/16631.Steppenwolf,GoodReads
489,The BFG,Roald Dahl,4.23,534981,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319._SY75_.jpg,https://www.goodreads.com/book/show/6319.The_BFG,GoodReads
490,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.78,624194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873282i/6304335._SY75_.jpg,https://www.goodreads.com/book/show/6304335-beautiful-creatures,GoodReads
491,The Remains of the Day,Kazuo Ishiguro,4.14,373926,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327128714i/28921._SY75_.jpg,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,GoodReads
492,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.15,357640,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429676285i/42899._SY75_.jpg,https://www.goodreads.com/book/show/42899.Dark_Lover,GoodReads
493,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,1370507,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623449170i/9460487._SY75_.jpg,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,GoodReads
494,Robinson Crusoe,Daniel Defoe,3.68,335530,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682976488i/2932._SY75_.jpg,https://www.goodreads.com/book/show/2932.Robinson_Crusoe,GoodReads
495,"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.13,298230,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328275091i/12578077._SY75_.jpg,https://www.goodreads.com/book/show/12578077-obsidian,GoodReads
496,Coraline,Neil Gaiman,4.13,794478,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061._SY75_.jpg,https://www.goodreads.com/book/show/17061.Coraline,GoodReads
497,"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,337869,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335947642i/22232._SX50_.jpg,https://www.goodreads.com/book/show/22232.Stargirl,GoodReads
498,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.19,215095,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503806495i/3985._SY75_.jpg,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,GoodReads
499,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.38,420672,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794i/8755785._SY75_.jpg,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,GoodReads
500,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,1888991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391580481i/17167166._SY75_.jpg,https://www.goodreads.com/book/show/17167166-crown-of-midnight,GoodReads
501,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.11,388125,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189152i/18122._SY75_.jpg,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,GoodReads
502,The Nightingale,Kristin Hannah,4.65,2264942,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621._SY75_.jpg,https://www.goodreads.com/book/show/21853621-the-nightingale,GoodReads
503,Doctor Zhivago,Boris Pasternak,4.01,104486,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385508725i/130440._SY75_.jpg,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,GoodReads
504,The Plague,Albert Camus,4.02,324418,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434i/11989._SY75_.jpg,https://www.goodreads.com/book/show/11989.The_Plague,GoodReads
505,Dear John,Nicholas Sparks,4.04,621409,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397749854i/5526._SY75_.jpg,https://www.goodreads.com/book/show/5526.Dear_John,GoodReads
506,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.62,1511487,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441230104i/18006496._SY75_.jpg,https://www.goodreads.com/book/show/18006496-queen-of-shadows,GoodReads
507,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1033,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532526741i/40937505._SX50_.jpg,https://www.goodreads.com/book/show/40937505,GoodReads
508,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.12,1121323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587396413i/52439531._SY75_.jpg,https://www.goodreads.com/book/show/52439531-the-inheritance-games,GoodReads
509,The English Patient,Michael Ondaatje,3.86,140807,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527907i/11713._SY75_.jpg,https://www.goodreads.com/book/show/11713.The_English_Patient,GoodReads
510,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,248374,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019i/629._SY75_.jpg,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,GoodReads
511,All the Bright Places,Jennifer Niven,4.11,637657,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404331702i/18460392._SY75_.jpg,https://www.goodreads.com/book/show/18460392-all-the-bright-places,GoodReads
512,"The Firm (Penguin Readers, Level 5)",Robin Waterfield,4.07,639731,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200i/5358._SY75_.jpg,https://www.goodreads.com/book/show/5358.The_Firm,GoodReads
513,Midnight’s Children,Salman Rushdie,3.97,135024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673724335i/14836._SY75_.jpg,https://www.goodreads.com/book/show/14836.Midnight_s_Children,GoodReads
514,The Last Song,Nicholas Sparks,4.16,574896,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286549186i/6400090._SY75_.jpg,https://www.goodreads.com/book/show/6400090-the-last-song,GoodReads
515,Like Water for Chocolate,Laura Esquivel,3.95,401484,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459i/6952._SY75_.jpg,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,GoodReads
516,We Were Liars,E. Lockhart,3.65,1445613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402749479i/16143347._SY75_.jpg,https://www.goodreads.com/book/show/16143347-we-were-liars,GoodReads
517,"The One (The Selection, #3)",Kiera Cass,4.14,790496,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836i/18635016._SY75_.jpg,https://www.goodreads.com/book/show/18635016-the-one,GoodReads
518,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,390533,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344i/5364._SY75_.jpg,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,GoodReads
519,A Streetcar Named Desire,Tennessee Williams,3.98,338698,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389153133i/12220._SX50_.jpg,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,GoodReads
520,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.97,339528,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408146i/7791997._SY75_.jpg,https://www.goodreads.com/book/show/7791997-crescendo,GoodReads
521,Midnight in the Garden of Good and Evil,John Berendt,3.92,300438,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427166915i/386187._SY75_.jpg,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,GoodReads
522,"Red, White & Royal Blue (Red, White & Royal Blue, #1)",Casey McQuiston,4.05,1257218,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566742512i/41150487._SY75_.jpg,https://www.goodreads.com/book/show/41150487-red-white-royal-blue,GoodReads
523,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.45,1029751,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759i/32075671._SY75_.jpg,https://www.goodreads.com/book/show/32075671-the-hate-u-give,GoodReads
524,My Ántonia,Willa Cather,3.85,150083,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389151307i/17150._SY75_.jpg,https://www.goodreads.com/book/show/17150.My_ntonia,GoodReads
525,Hidden Pictures,Jason Rekulak,4.14,646390,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635260162i/58724923._SY75_.jpg,https://www.goodreads.com/book/show/58724923-hidden-pictures,GoodReads
526,Breakfast at Tiffany’s and Three Stories,Truman Capote,3.85,254653,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1739711613i/251688._SY75_.jpg,https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories,GoodReads
527,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,351745,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334i/29588376._SY75_.jpg,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,GoodReads
528,The Prince,Niccolò Machiavelli,3.84,391362,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828i/28862._SY75_.jpg,https://www.goodreads.com/book/show/28862.The_Prince,GoodReads
529,Persuasion,Jane Austen,4.15,795825,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385172413i/2156._SY75_.jpg,https://www.goodreads.com/book/show/2156.Persuasion,GoodReads
530,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17,803628,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661026821i/13497._SY75_.jpg,https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,GoodReads
531,Breakfast of Champions,Kurt Vonnegut Jr.,4.06,283551,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446i/4980._SY75_.jpg,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions,GoodReads
532,The Origin of Species,Charles Darwin,4.01,123556,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298417570i/22463._SY75_.jpg,https://www.goodreads.com/book/show/22463.The_Origin_of_Species,GoodReads
533,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,464830,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535965085i/41637836._SY75_.jpg,https://www.goodreads.com/book/show/41637836-the-subtle-knife,GoodReads
534,A Fine Balance,Rohinton Mistry,4.38,162463,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551173390i/5211._SY75_.jpg,https://www.goodreads.com/book/show/5211.A_Fine_Balance,GoodReads
535,"The Host (The Host, #1)",Stephenie Meyer,3.86,1054686,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg,https://www.goodreads.com/book/show/1656001.The_Host,GoodReads
536,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.86,242894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880853l/43448._SX50_SY75_.jpg,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,GoodReads
537,"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,694853,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353489892i/15717943._SY75_.jpg,https://www.goodreads.com/book/show/15717943-hopeless,GoodReads
538,Infinite Jest,David Foster Wallace,4.25,103809,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446876799i/6759._SY75_.jpg,https://www.goodreads.com/book/show/6759.Infinite_Jest,GoodReads
539,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,1009525,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861115i/8664353._SY75_.jpg,https://www.goodreads.com/book/show/8664353-unbroken,GoodReads
540,Carrie,Stephen  King,3.99,866527,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1771367607i/10592._SY75_.jpg,https://www.goodreads.com/book/show/10592.Carrie,GoodReads
541,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,386971,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773i/8490112._SY75_.jpg,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,GoodReads
542,Death of a Salesman,Arthur Miller,3.59,263564,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554514105i/12898._SY75_.jpg,https://www.goodreads.com/book/show/12898.Death_of_a_Salesman,GoodReads
543,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,211103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519300455i/19302._SX50_.jpg,https://www.goodreads.com/book/show/19302.Pippi_Longstocking,GoodReads
544,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.3,591239,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927i/13214._SY75_.jpg,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,GoodReads
545,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,2838296,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560i/23766634._SY75_.jpg,https://www.goodreads.com/book/show/23766634-a-court-of-wings-and-ruin,GoodReads
546,"Evermore (The Immortals, #1)",Alyson Noel,3.6,299683,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774._SY75_.jpg,https://www.goodreads.com/book/show/3975774-evermore,GoodReads
547,Night,Elie Wiesel,4.38,1387443,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709507006i/1617._SY75_.jpg,https://www.goodreads.com/book/show/1617.Night,GoodReads
548,Snow Flower and the Secret Fan,Lisa See,4.09,390682,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532005164i/40873273._SY75_.jpg,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,GoodReads
549,Northanger Abbey,Jane Austen,3.85,464214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201718i/50398._SY75_.jpg,https://www.goodreads.com/book/show/50398.Northanger_Abbey,GoodReads
550,The Scarlet Pimpernel,Emmuska Orczy,4.07,143138,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406764899i/136116._SX50_.jpg,https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,GoodReads
551,"The Wicked King (The Folk of the Air, #2)",Holly Black,4.27,1119539,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414i/26032887._SY75_.jpg,https://www.goodreads.com/book/show/26032887-the-wicked-king,GoodReads
552,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,,772459,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024i/397483._SY75_.jpg,https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,GoodReads
553,The Goldfinch,Donna Tartt,3.97,1064396,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378710146i/17333223._SY75_.jpg,https://www.goodreads.com/book/show/17333223-the-goldfinch,GoodReads
554,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,407073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573508485i/17675462._SY75_.jpg,https://www.goodreads.com/book/show/17675462-the-raven-boys,GoodReads
555,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,564602,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894i/249747._SX50_.jpg,https://www.goodreads.com/book/show/249747.Artemis_Fowl,GoodReads
556,"Faust, First Part",Johann Wolfgang von Goethe,3.83,87424,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435405022i/14706._SY75_.jpg,https://www.goodreads.com/book/show/14706.Faust_First_Part,GoodReads
557,Jonathan Strange & Mr Norrell,Susanna Clarke,3.87,259617,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1743119988i/14201._SY75_.jpg,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,GoodReads
558,The Haunting of Hill House,Shirley Jackson,3.81,410117,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871336i/89717._SY75_.jpg,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,GoodReads
559,Emma,Jane Austen,4.05,1005637,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373627931i/6969._SY75_.jpg,https://www.goodreads.com/book/show/6969.Emma,GoodReads
560,Sharp Objects,Gillian Flynn,,1255952,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315i/18045891._SY75_.jpg,https://www.goodreads.com/book/show/18045891-sharp-objects,GoodReads
561,"Matched (Matched, #1)",Ally Condie,3.62,818675,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg,https://www.goodreads.com/book/show/7735333-matched,GoodReads
562,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.33,1008981,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553624975i/26032912._SX50_.jpg,https://www.goodreads.com/book/show/26032912-the-queen-of-nothing,GoodReads
563,Waiting for Godot,Samuel Beckett,3.84,226219,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301i/17716._SY75_.jpg,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,GoodReads
564,"The Angel Experiment (Maximum Ride, #1)",James  Patterson,4.07,234367,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152._SY75_.jpg,https://www.goodreads.com/book/show/13152.The_Angel_Experiment,GoodReads
565,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.96,466326,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358271931i/6936382._SY75_.jpg,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,GoodReads
566,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.59,1068700,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574117762i/838729._SY75_.jpg,https://www.goodreads.com/book/show/838729.The_Return_of_the_King,GoodReads
567,To the Lighthouse,Virginia Woolf,3.81,220785,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639106809i/59716._SY75_.jpg,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,GoodReads
568,Local Woman Missing,Mary Kubica,4.11,810634,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629480107i/57361474._SX50_.jpg,https://www.goodreads.com/book/show/57361474-local-woman-missing,GoodReads
569,Pet Sematary,Stephen  King,4.09,717699,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480069533i/33124137._SY75_.jpg,https://www.goodreads.com/book/show/33124137-pet-sematary,GoodReads
570,Shantaram,Gregory David Roberts,4.28,244510,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600._SY75_.jpg,https://www.goodreads.com/book/show/33600.Shantaram,GoodReads
571,High Fidelity,Nick Hornby,3.9,217747,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928082i/285092._SY75_.jpg,https://www.goodreads.com/book/show/285092.High_Fidelity,GoodReads
572,"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,4.03,515431,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967._SX50_.jpg,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,GoodReads
573,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,514965,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032500i/140225._SX50_.jpg,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,GoodReads
574,A Christmas Carol,Charles Dickens,4.09,953448,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406512317i/5326._SY75_.jpg,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,GoodReads
575,Nineteen Minutes,Jodi Picoult,4.18,430659,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348577596i/14866._SY75_.jpg,https://www.goodreads.com/book/show/14866.Nineteen_Minutes,GoodReads
576,The Shipping News,Annie Proulx,3.88,153954,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192241i/7354._SY75_.jpg,https://www.goodreads.com/book/show/7354.The_Shipping_News,GoodReads
577,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.19,422242,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673728072i/77197._SY75_.jpg,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,GoodReads
578,"The Chosen (Reuven Malter, #1)",Chaim Potok,4.08,99417,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403191327i/187181._SY75_.jpg,https://www.goodreads.com/book/show/187181.The_Chosen,GoodReads
579,Redeeming Love,Francine Rivers,4.51,381798,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550053167i/11422._SX50_.jpg,https://www.goodreads.com/book/show/11422.Redeeming_Love,GoodReads
580,The Silent Patient,Alex Michaelides,4.16,3457099,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119i/40097951._SY75_.jpg,https://www.goodreads.com/book/show/40097951-the-silent-patient,GoodReads
581,"Neuromancer (Sprawl, #1)",William Gibson,3.89,372009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1752514552i/6088007._SY75_.jpg,https://www.goodreads.com/book/show/6088007-neuromancer,GoodReads
582,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,748172,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1753059444i/10664113._SY75_.jpg,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,GoodReads
583,"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,385380,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609035271i/41804._SY75_.jpg,https://www.goodreads.com/book/show/41804.I_Robot,GoodReads
584,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,3.77,666371,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070883i/6411961._SY75_.jpg,https://www.goodreads.com/book/show/6411961-the-lost-symbol,GoodReads
585,The Reader,Bernhard Schlink,3.79,235316,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1735039201i/101299._SY75_.jpg,https://www.goodreads.com/book/show/101299.The_Reader,GoodReads
586,Houdini Heart,Ki Longfellow,3.84,5455,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510418043i/11324204._SY75_.jpg,https://www.goodreads.com/book/show/11324204-houdini-heart,GoodReads
587,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.02,565008,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848._SY75_.jpg,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,GoodReads
588,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.03,578398,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411._SX50_.jpg,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,GoodReads
589,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,3.96,3432311,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696691404i/960._SY75_.jpg,https://www.goodreads.com/book/show/960.Angels_Demons,GoodReads
590,The Age of Innocence,Edith Wharton,3.97,200584,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388248423i/53835._SY75_.jpg,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,GoodReads
591,Dubliners,James Joyce,3.83,181709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1756682305i/11012._SY75_.jpg,https://www.goodreads.com/book/show/11012.Dubliners,GoodReads
592,The Republic,Plato,3.97,229951,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655i/30289._SY75_.jpg,https://www.goodreads.com/book/show/30289.The_Republic,GoodReads
593,The Waste Land,T.S. Eliot,4.11,60280,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597549396i/34080._SY75_.jpg,https://www.goodreads.com/book/show/34080.The_Waste_Land,GoodReads
594,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.51,1156769,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486871714i/222910._SY75_.jpg,https://www.goodreads.com/book/show/222910.The_Two_Towers,GoodReads
595,Sense and Sensibility,Jane Austen,4.09,1318486,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675i/14935._SY75_.jpg,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,GoodReads
596,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.27,1023314,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339i/3777732._SY75_.jpg,https://www.goodreads.com/book/show/3777732-city-of-glass,GoodReads
597,The Twilight Collection,Stephenie Meyer,3.82,47543,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187657i/690926._SX50_.jpg,https://www.goodreads.com/book/show/690926.The_Twilight_Collection,GoodReads
598,"Voyager (Outlander, #3)",Diana Gabaldon,4.39,334803,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278195i/10987._SY75_.jpg,https://www.goodreads.com/book/show/10987.Voyager,GoodReads
599,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.76,512857,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1728768241i/17332218._SY75_.jpg,https://www.goodreads.com/book/show/17332218-words-of-radiance,GoodReads
600,"The Elite (The Selection, #2)",Kiera Cass,3.94,886110,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068._SY75_.jpg,https://www.goodreads.com/book/show/16248068-the-elite,GoodReads
601,The Jungle,Upton Sinclair,3.78,156504,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332140681i/41681._SY75_.jpg,https://www.goodreads.com/book/show/41681.The_Jungle,GoodReads
602,Me Talk Pretty One Day,David Sedaris,4.01,725807,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431013639i/4137._SY75_.jpg,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,GoodReads
603,"The Poppy War (The Poppy War, #1)",R.F. Kuang,4.16,521791,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515691735i/35068705._SY75_.jpg,https://www.goodreads.com/book/show/35068705-the-poppy-war,GoodReads
